source,name,address,rating,reviews,info
2GIS,Мейірбек,"Ахмет Байтұрсынұлы көшесі, 61, Астана",4.4,19 баға,Құрылыс материалдары ​​3 филиал Құрылыс материалдары Барлық құрылыс материалдары көтерме бағамен! Жарнама Бағаны біліңіз
2GIS,STK Group,,5,3 баға,"Магазин стройматериалов Ақжол даңғылы, 110, Астана Құрылыс материалдары · Жеткізу"
2GIS,Dosstroy_kz,,,,"Құрылыс материалдары Шарбақты көшесі, 12/3, Астана Құрылыс материалдары · Жеткізу"
2GIS,My Mart,,5,2 баға,"Құрылыс материалдары Шара Жиенқұлова көшесі, 11/3, Астана Құрылыс материалдары · Жеткізу"
2GIS,СтройХоз,,4.4,64 баға,"Құрылыс материалдары Жұмекен Нәжімеденов көшесі, 62 к1, Астана Құрылыс материалдары"
2GIS,Актек строймат,"Шара Жиенқұлова көшесі, 8/9а, Астана",5,7 баға,Көтерме-бөлшек компаниясы ​​2 филиал Құрылыс материалдары · Жеткізу
2GIS,MB Group,,3,17 баға,"Құрылыс материалдары Сарыарқа даңғылы, 39а, Астана Құрылыс материалдары · Жеткізу"
2GIS,Құрал жабдық,"Жк Sardar Compas, Шәмші Қалдаяқов көшесі, 60Б, Астана",5,12 баға,Құрылыс және тұрмыстық тауарлар дүкені ​​2 филиал Құрылыс материалдары 2ГИС жаңа клиенттеріне 5% жеңілдік. Жарнама Қоңырау шалу
2GIS,SibArm,,,,"Құрылыс материалдары Медеу көшесі, 31/3, Астана Құрылыс материалдары · Жеткізу"
2GIS,ПромСтройБитум,,5,3 баға,"Сауда компаниясы Алаш тас жолы, 9, Астана Құрылыс материалдары · Жеткізу"
2GIS,СтройМаг,"Қарасай батыр көшесі, 31, Астана",4.8,205 баға,Құрылыс материалдары ​​2 филиал Құрылыс материалдары
2GIS,СтройМагБро,"Ахмет Байтұрсынұлы көшесі, 47/3стр, Астана",,,Құрылыс материалдары дүкені ​​5 филиал Құрылыс материалдары Маусымда ашылады
2GIS,Suleyman Group KZ,,,,"Қойма Бекетай көшесі, 12/1, Астана Құрылыс материалдары · Жеткізу"
2GIS,Tekato.kz,,5,2 баға,"Компания Александр Пушкин көшесі, 30/4, Астана Құрылыс материалдары · Жеткізу"
2GIS,КазПромКомплекс,,,,"Құрылыс материалдары Александр Пушкин көшесі, 55/4, Астана Құрылыс материалдары"
2GIS,Магастрой,,4.6,34 баға,"Құрылыс материалдары Исатай батыр көшесі, 22, Астана Құрылыс материалдары · Жеткізу"
2GIS,Строй Партнер,,5,2 баға,"Көтерме және бөлшек сауда материалдарының құрылыс қоймасы Александр Пушкин көшесі, 56, Астана Құрылыс материалдары · Жеткізу"
2GIS,Амир,,1.9,9 баға,"Құрылыс дүкені Шарбақты көшесі, 12/3, Астана Құрылыс материалдары · Жеткізу"
2GIS,Құрылыс материалдары бутигі,,5,7 баға,"Құрылыс материалдары Шарбақты көшесі, 12/3, Астана Құрылыс материалдары · Жеткізу"
2GIS,Nomad Stroy Market,,5,2 баға,"Құрылыс материалдары Астана-Қарағанды трассасы, 1/5, Астана Құрылыс материалдары · Жеткізу 35 минуттан кейін жабылады"
2GIS,Росток Астана,,5,3 баға,"Құрылыс материалдары 70-ші өтпе жолы, 10, Астана Құрылыс материалдары"
2GIS,Экономстрой,,1.8,19 баға,"Құрылыс материалдары Қарасай батыр көшесі, 29, Астана Құрылыс материалдары · Жеткізу"
2GIS,Sap group,,4.2,33 баға,"Құрылыс материалдары Нәзір Төреқұлов көшесі, 34а, Астана Құрылыс материалдары · Жеткізу"
2GIS,Usta,,4.7,116 баға,"Строительный магазин Орманды алқап көшесі, 16, Қосшы, Косши городская администрация, Ақмола Құрылыс материалдары"
2GIS,Penosil,,5,5 баға,"Компания по оптовой продаже монтажной пены и герметиков Созақ тұйық көшесі, 4Б, Астана Құрылыс материалдары · Жеткізу"
2GIS,Заңғар,,5,14 баға,"Құрылыс дүкені Илья Чехоев көшесі, 5/1, Астана Құрылыс материалдары"
2GIS,Maxsat-BM,"Қошке Кемеңгерұлы көшесі, 17, Астана",4.3,12 баға,Оптовый склад ​​2 филиал Құрылыс материалдары · Жеткізу
2GIS,Madi Строй-2018,,4.5,12 баға,"Құрылыс материалдары Александр Пушкин көшесі, 80/1, Астана Құрылыс материалдары · Жеткізу"
2GIS,Құрылыс маркеті,,4.5,25 баға,"Құрылыс материалдары Өрнек көшесі, 2/1, Астана Құрылыс материалдары · Жеткізу"
2GIS,Строительно-хозяйственный магазин,,5,14 баға,"Құрылыс материалдары Көксай көшесі, 2а, Астана Құрылыс материалдары"
2GIS,Магазин крепежа,,5,4 баға,"Құрылыс материалдары Астана-Қарағанды трассасы, 2/1, Астана Құрылыс материалдары 35 минуттан кейін жабылады"
2GIS,Бутик стройматериалов,,5,4 баға,"Құрылыс материалдары Астана-Қарағанды трассасы, 1/5, Астана Құрылыс материалдары · Жеткізу 35 минуттан кейін жабылады"
